8490306941,FPE6063,12/31/2016,14,FORD,74th St,KINGS,0633A,12,31
1415255441,GLV9766,12/31/2016,21,CHEVR,FULTON STREET,KINGS,0740A,12,31
8487662717,CAAD923,12/31/2016,38,DODGE,Flushing Lot #2,QUEEN,1012A,12,31
7808345532,FRP3459,12/31/2016,38,HONDA,3rd Ave,KINGS,0616P,12,31
8327053942,FJF5358,12/31/2016,68,HONDA,N 4th St,KINGS,0603P,12,31
1417486703,HJW3792,12/31/2016,21,MAZDA,WHITE PLAINS ROAD,BRONX,0808A,12,31
8487561548,EWB9865,12/31/2016,38,FORD,161st St,QUEEN,1101A,12,31
7690781779,DGB2895,12/31/2016,38,HONDA,Church Ave,KINGS,1157A,12,31
8172040684,HEH9440,12/31/2016,38,CHRYS,Gelston Ave,KINGS,0408P,12,31
8493254411,FHE3115,12/31/2016,37,LEXUS,3rd Ave,NYC,0449P,12,31
7661048371,FPL3405,12/31/2016,37,VOLKS,Lexington Ave,NYC,1220P,12,31
8049175327,EMZ9998,12/31/2016,38,KIA,Wall St,NYC,1103A,12,31
8489153887,GW552,12/31/2016,20,JEEP,163rd St,QUEEN,1036A,12,31
7310304214,DPM4276,12/31/2016,40,MAZDA,15th St,KINGS,1048A,12,31
5094894638,HLK5485,12/31/2016,7,CADIL,RICHMOND RD (W/B) @,ST,1143A,12,31
7661490547,FJW9930,12/31/2016,37,BMW,3rd Ave,NYC,0928A,12,31
8363526009,P314LG,12/31/2016,37,JEEP,Ditmars Lot #1,QUEEN,0228P,12,31
8018770694,EHC4096,12/31/2016,71,FORD,Bailey Ave,BRONX,0948A,12,31
1417524182,GLR8098,12/31/2016,21,INFIN,W BURNSIDE AVE,BRONX,0752A,12,31
7619876571,R38CCZ,12/31/2016,40,TOYOT,Clay Ave,BRONX,0759A,12,31
1417078972,JYZ9749,12/31/2016,67,HONDA,BETHEL,KINGS,0539A,12,31
1415288227,GCD8567,12/31/2016,19,HONDA,PATCHEN AV,KINGS,0425P,12,31
8393035790,XCNZ25,12/31/2016,38,ISUZU,Livingston St,KINGS,0915A,12,31
8489907389,BVF0072,12/31/2016,21,ROVER,Parkside Ave,KINGS,0736A,12,31
8491507644,EVV1445,12/31/2016,38,HONDA,Grand St,KINGS,0848A,12,31
1419040996,GGU9266,12/31/2016,21,DODGE,RUTLAND RD,KINGS,0847A,12,31
8291056602,DNW2932,12/31/2016,40,TOYOT,Hewes St,KINGS,0908A,12,31
1417456991,JXK2186,12/31/2016,21,HONDA,ZEREGA AVE,BRONX,0856A,12,31
8494754300,17618MD,12/31/2016,38,CHEVR,Davidson Ave,BRONX,0909A,12,31
8494453671,GUV9647,12/31/2016,38,NISSA,Crescent Ave,BRONX,1116A,12,31
8124005801,GSG4252,12/31/2016,14,AUDI,11th Ave,NYC,0555P,12,31
8290610026,GNP4260,12/31/2016,21,HONDA,Castle Hill Ave,BRONX,0838A,12,31
8486814406,62561MG,12/31/2016,38,FORD,Britton Ave,QUEEN,0911A,12,31
8494405809,W22FBA,12/31/2016,20,ME/BE,Hoffman St,BRONX,1258P,12,31
8177612724,T665308C,12/31/2016,46,TOYOT,Coney Island Ave,KINGS,0416P,12,31
8494754233,KFB8959,12/31/2016,38,HONDA,E 190th St,BRONX,0843A,12,31
8494655620,DFW8375,12/31/2016,38,INFIN,Jerome Ave,BRONX,0909A,12,31
8363526150,H37DSJ,12/31/2016,38,BMW,Steinway St,QUEEN,0451P,12,31
8470526790,GUR4548,12/31/2016,38,ME/BE,1st Ave,NYC,1201P,12,31
8490556647,41955JZ,12/31/2016,40,CHEVR,5th Ave,KINGS,1238P,12,31
8486959421,356LC5,12/31/2016,38,MAZDA,78th St,QUEEN,1012A,12,31
5094897287,3BT9005,12/31/2016,7,FORD,ATLANTIC AVE (W/B) @,BK,0330P,12,31
8487907910,ALU5217,12/31/2016,14,LEXUS,Main St,QUEEN,0406P,12,31
8487808426,AVW7175,12/31/2016,38,TOYOT,79th St,QUEEN,0212P,12,31
8327053772,4FMD40,12/31/2016,14,HONDA,S 5th St,KINGS,0421P,12,31
8490911113,HHA3406,12/31/2016,20,FORD,Halsey St,KINGS,0723A,12,31
8297560363,HKS9126,12/31/2016,71,TOYOT,E 7th St,KINGS,0301P,12,31
8152074998,5NMW232,12/31/2016,21,FORD,Utica Ave,KINGS,0743A,12,31
8489808272,DAW3329,12/31/2016,21,NISSA,Nostrand Ave,KINGS,0753A,12,31
8084038321,EPN0331,12/31/2016,16,HONDA,E 61st St,NYC,1015A,12,31
8195052174,AF78259,12/31/2016,38,NISSA,36th Ave,QUEEN,0255P,12,31
8487561664,HJP1599,12/31/2016,38,HONDA,162nd St,QUEEN,1217P,12,31
1415243384,XT555Y,12/31/2016,78,FORD,WHIPPLE ST,KINGS,0100A,12,31
8490460176,R81DLJ,12/31/2016,21,SUBAR,5th Ave,KINGS,0815A,12,31
8483503414,P23GJR,12/31/2016,16,JEEP,W 43rd St,NYC,0147P,12,31
8494356197,GWV2844,12/31/2016,38,ME/BE,Broadway,BRONX,1044A,12,31
8405545542,HFW7689,12/31/2016,40,HONDA,Highlawn Ave,KINGS,0757A,12,31
7661490663,KDD5215,12/31/2016,16,NISSA,3rd Ave,NYC,1116A,12,31
8487162526,GFT9291,12/31/2016,38,HYUND,41st St,QUEEN,0906A,12,31
8026782239,HHV1093,12/31/2016,21,NISSA,108th St,QUEEN,0836A,12,31
8393035831,5CC3870,12/31/2016,38,ROVER,Flatbush Ave Exten,KINGS,0936A,12,31
7729127532,HCA6482,12/31/2016,71,LEXUS,Court St,KINGS,0138P,12,31
8241523208,FHM2587,12/31/2016,38,NISSA,169th St,QUEEN,0955A,12,31
8490911484,FWB2855,12/31/2016,48,HONDA,Cornelia St,KINGS,0920A,12,31
8487410625,EJM7022,12/31/2016,21,BMW,46th St,QUEEN,0852A,12,31
5094901138,GRG3307,12/31/2016,7,HONDA,HAMILTON AVE (N/B) @,BK,1111P,12,31
8366539258,J52GNX,12/31/2016,38,ME/BE,E 18th St,KINGS,1044A,12,31
8494405743,HGR8425,12/31/2016,38,FORD,Arthur Ave,BRONX,1221P,12,31
8152075218,HEA9415,12/31/2016,38,NISSA,Utica Ave,KINGS,0836A,12,31
8290609929,HBG6361,12/31/2016,21,TOYOT,Castle Hill Ave,BRONX,0807A,12,31
8493156334,FHC1561,12/31/2016,70,MINI,E 66th St,NYC,0510P,12,31
7310304226,FFP4723,12/31/2016,37,HONDA,7th Ave,KINGS,1056A,12,31
8475466977,HHC2199,12/31/2016,38,DODGE,37th Ave,QUEEN,0145P,12,31
7799111306,J75BVP,12/31/2016,21,CHEVR,Avenue Z,KINGS,0848A,12,31
7755168025,2027881,12/31/2016,19,INTER,Seneca Ave,QUEEN,0752A,12,31
7041115537,GPJ2754,12/31/2016,21,HONDA,Nostrand Ave,KINGS,0846A,12,31
8026782069,GVE9610,12/31/2016,21,LEXUS,Queens Blvd,QUEEN,0714A,12,31
8487260275,GTE5833,12/31/2016,38,TOYOT,Jackson Ave,QUEEN,0330P,12,31
7929586212,79782MD,12/31/2016,51,FORD,Ludlow St,NYC,0822A,12,31
8400530214,GEB4580,12/31/2016,38,HONDA,Smith St,KINGS,0414P,12,31
8490708332,GFP5693,12/31/2016,38,BMW,66th St,KINGS,1058A,12,31
8486611143,AH16638,12/31/2016,20,SUBAR,Northern Blvd,QUEEN,0558A,12,31
7370883980,AD54010,12/31/2016,14,NISSA,W 13th St,NYC,0006A,12,31
8486761580,ESJ1625,12/31/2016,37,HONDA,Bell Blvd,QUEEN,0315P,12,31
5094895734,AP539B,12/31/2016,7,FRT,MCDONALD AVE (N/B) @,BK,0119P,12,31
7499949680,GDS8759,12/31/2016,37,DODGE,37th St,QUEEN,0155P,12,31
8487907763,HKM2895,12/31/2016,16,NISSA,111th St,QUEEN,1049A,12,31
8489956789,DPE6117,12/31/2016,20,FORD,10th Ave,KINGS,0315P,12,31
8491507231,DRX4624,12/31/2016,21,ME/BE,Atlantic Ave,KINGS,0014A,12,31
7164307362,GKB9556,12/31/2016,71,CHRYS,Richmond Ave,RICH,0247P,12,31
7007472874,FTB4993,12/31/2016,37,BMW,Broadway,QUEEN,0232P,12,31
7164778486,CHT7895,12/31/2016,71,FORD,Pacific Ave,RICH,0209P,12,31
1416323430,HHC5402,12/31/2016,14,FORD,JEROME AVE,KINGS,1243A,12,31
7067918972,GRZ9146,12/31/2016,40,HONDA,Topping Ave,BRONX,0513A,12,31
8161574236,D46CSB,12/31/2016,37,JEEP,Schermerhorn St,KINGS,0357P,12,31
8174075884,ERB1780,12/31/2016,71,FORD,E 102nd St,KINGS,0226P,12,31
1417279151,GXX8882,12/31/2016,98,HONDA,161 ST,QUEEN,0946A,12,31
7155174970,HCV7686,12/31/2016,20,HONDA,172nd St,QUEEN,0712A,12,31
7002637186,HLM6683,12/31/2016,38,BMW,Steinway St,QUEEN,0233P,12,31
8390524545,FYA4204,12/31/2016,38,NISSA,Livingston St,KINGS,0908A,12,31
8502901400,T629350C,12/31/2016,38,VOLKS,5th Ave,KINGS,0306P,12,31
8297560340,FHN2829,12/31/2016,70,TOYOT,E 7th St,KINGS,0258P,12,31
8466516402,DDH3504,12/31/2016,70,LEXUS,71st Ave,QUEEN,1051A,12,31
8421523892,19665MJ,12/31/2016,70,DODGE,Broadway,NYC,0935A,12,31
7994393779,KFF0093,12/31/2016,38,CHEVR,Adam Clayton Powell,NYC,0157P,12,31
8161574157,Y75BPV,12/31/2016,37,BMW,Schermerhorn St,KINGS,0223P,12,31
1413627195,GYD5916,12/31/2016,51,FORD,BAYARD ST,KINGS,0333P,12,31
8152075243,GTU8644,12/31/2016,21,NISSA,Utica Ave,KINGS,0846A,12,31
8060059695,75687MD,12/31/2016,14,CHEVR,E 111th St,NYC,1114A,12,31
8309554527,HES8338,12/31/2016,71,NISSA,Guernsey St,KINGS,0126P,12,31
7067919393,GJP3792,12/31/2016,21,HONDA,W 183rd St,BRONX,0748A,12,31
1417440582,FYM7162,12/31/2016,21,DODGE,E 163 ST,BRONX,0754A,12,31
8283061630,T722934C,12/31/2016,14,TOYOT,E 233rd St,BRONX,0714A,12,31
8060059403,PC496127,12/31/2016,21,FORD,3rd Ave,NYC,0840A,12,31
8348039533,EWX6619,12/31/2016,74,DODGE,Berkeley Pl,KINGS,1100A,12,31
5094901163,T708675C,12/31/2016,7,TOYOT,HAMILTON AVE (N/B) @,BK,1115P,12,31
8194061118,GWK3324,12/31/2016,37,NISSA,Roosevelt Ave,QUEEN,0313P,12,31
7661490560,C89GPE,12/31/2016,38,TOYOT,Madison Ave,NYC,1001A,12,31
8387544486,24861JY,12/31/2016,21,FORD,Church Ave,KINGS,0238A,12,31
8482302048,OYB2647,12/31/2016,31,FORD,9th Ave,NYC,1259P,12,31
7755167768,HBT3972,12/31/2016,51,INFIN,61st Rd,QUEEN,0633A,12,31
7080562235,DSE6548,12/31/2016,21,MAZDA,Jamaica Ave,QUEEN,0852A,12,31
7985087394,AMZ3527,12/31/2016,38,BMW,E 80th St,NYC,0120P,12,31
8019079324,FCG9406,12/31/2016,38,SUBAR,Newbold Ave,BRONX,1055A,12,31
7039939708,36733MH,12/31/2016,38,NISSA,Lexington Ave,NYC,1250P,12,31
8404034886,GWE6134,12/31/2016,38,LEXUS,E 13th St,KINGS,0335P,12,31
8494356148,N10GRV,12/31/2016,38,BMW,Broadway,BRONX,1031A,12,31
7080562065,EEA1476,12/31/2016,21,FORD,Jamaica Ave,QUEEN,0750A,12,31
5094892204,HJC9997,12/31/2016,7,CHEVR,BRUCKNER BLVD (E/B),BRONX,0304A,12,31
8475467106,H60FRM,12/31/2016,37,CHRYS,87th St,QUEEN,0410P,12,31
1418032270,98197MD,12/31/2016,14,FRUEH,S/W C/O PINE,NYC,0333P,12,31
8018770530,HJW3421,12/31/2016,21,HONDA,Oxford Ave,BRONX,0814A,12,31
5094894791,J78ENV,12/31/2016,7,BMW,QUEENS BLVD (W/B) @,QN,1155A,12,31
8494154345,GXB3687,12/31/2016,37,FORD,E 188th St,BRONX,1127A,12,31
7310304172,CAX6907,12/31/2016,38,NISSA,Prospect Park West,KINGS,1025A,12,31
8494554335,FTK1454,12/31/2016,37,HONDA,Crosby Ave,BRONX,0115P,12,31
7080562144,HGE6231,12/31/2016,21,NISSA,Jamaica Ave,QUEEN,0823A,12,31
8487759816,GST8251,12/31/2016,14,TOYOT,Kissena Blvd,QUEEN,0951A,12,31
8492255481,GDF8042,12/31/2016,38,HONDA,Broome St,NYC,0400P,12,31
8481054586,J91GZT,12/31/2016,31,TOYOT,E 40th St,NYC,0159P,12,31
8290610075,HJV1637,12/31/2016,71,NISSA,Thieriot Ave,BRONX,0933A,12,31
8165046779,T676460C,12/31/2016,38,LINCO,23rd Ave,KINGS,0929A,12,31
8471672704,HES2037,12/31/2016,46,HONDA,Lydig Ave,BRONX,0146P,12,31
7763795682,HFP9919,12/31/2016,21,BMW,101st Ave,QUEEN,0806A,12,31
5094894444,FHG9761,12/31/2016,7,DODGE,E 135TH ST (W/B) @ A,BRONX,1126A,12,31
8481453109,2507625,12/31/2016,69,FRUEH,E 42nd St,NYC,0116P,12,31
8018770505,ZFP4788,12/31/2016,21,ACURA,W 238th St,BRONX,0807A,12,31
7751567820,600QBP,12/31/2016,38,HONDA,3rd Ave,BRONX,0119P,12,31
1415992575,77346MJ,12/31/2016,78,,61 ST,KINGS,1235A,12,31
8161574054,HLS8337,12/31/2016,71,TOYOT,Henry St,KINGS,1138A,12,31
7903004335,T657027C,12/31/2016,46,CHEVR,Central Park South,NYC,0738P,12,31
8165046706,GRJ8531,12/31/2016,38,CADIL,86th St,KINGS,0902A,12,31
8359040187,GMP127,12/31/2016,38,HONDA,Graham Ave,KINGS,0824A,12,31
5094897160,ATF3458,12/31/2016,7,ACURA,NORTHERN BLVD (E/B),QN,0315P,12,31
5094891996,HHU5287,12/31/2016,7,NISSA,WHITE PLAINS RD (S/B,BRONX,0141A,12,31
7619876704,GUV7135,12/31/2016,38,HONDA,E 167th St,BRONX,0827A,12,31
8446527662,GUD9475,12/31/2016,38,HONDA,Bell Blvd,QUEEN,0523P,12,31
1408121360,L992JZ,12/31/2016,40,NISSA,BRUCKNER BLVD,BRONX,0149P,12,31
1417903065,HEX5828,12/31/2016,40,NISSA,W 137 ST,NYC,0344P,12,31
5094896180,CLB7363,12/31/2016,7,VOLVO,BRONX RIVER PKWY OFF,BRONX,0153P,12,31
8194546606,FZM3044,12/31/2016,70,HONDA,28th Ave,QUEEN,1046A,12,31
8309554588,XESX14,12/31/2016,37,ME/BE,Meserole Ave,KINGS,0200P,12,31
5094899326,T704610C,12/31/2016,7,HONDA,ATLANTIC AVE (W/B) @,BK,0752P,12,31
5094900160,KBD9841,12/31/2016,7,ME/BE,E 135TH ST (W/B) @ A,BRONX,0934P,12,31
5094896593,GVR8785,12/31/2016,7,HONDA,NORTHERN BLVD (E/B),QN,0223P,12,31
8405545645,T682911C,12/31/2016,20,TOYOT,W 7th St,KINGS,0841A,12,31
8492904604,HKA8516,12/31/2016,20,BMW,La Salle St,NYC,0756A,12,31
8473323646,4309HL,12/31/2016,14,CHEVR,Ocean Pky,KINGS,0641A,12,31
8308094545,HMC7543,12/31/2016,19,HONDA,Fort Independence St,BRONX,0623A,12,31
8084038254,V930645,12/31/2016,38,ME/BE,2nd Ave,NYC,0941A,12,31
7073907733,Y35KNY,12/31/2016,40,FORD,W 88th St,NYC,1044A,12,31
7619876546,T700871C,12/31/2016,14,HONDA,Webster Ave,BRONX,0749A,12,31
8194061015,GZT1317,12/31/2016,38,CHEVR,72nd St,QUEEN,0143P,12,31
8437532619,182116,12/31/2016,38,ME/BE,Broadway,NYC,0836A,12,31
8225546910,GTE6815,12/31/2016,70,NISSA,Putnam Ave,QUEEN,0941A,12,31
8487259789,HWP4627,12/31/2016,60,FORD,30th Ave,QUEEN,0541A,12,31
8051587327,FZC4714,12/31/2016,71,BUICK,5th Ave,NYC,0511P,12,31
7767403208,HLK8212,12/31/2016,71,LEXUS,Bush Ave,RICH,1245P,12,31
8165046846,62278JM,12/31/2016,46,INTER,86th St,KINGS,1235P,12,31
8359040357,F33GNX,12/31/2016,38,SUBAR,Metropolitan Ave,KINGS,1149A,12,31
8387544371,153632,12/31/2016,21,TOYOT,Church Ave,KINGS,0214A,12,31
8486860799,GBN4941,12/31/2016,70,MITSU,33rd St,QUEEN,0245P,12,31
1402918290,53317PC,12/31/2016,78,KENW,S/E C/O 183 PL,QUEEN,0920P,12,31
8487260044,GYM9497,12/31/2016,40,JEEP,57th St,QUEEN,0716A,12,31
1416847765,U013457,12/31/2016,66,,56 DR,QUEEN,0344A,12,31
5094894869,GTC6399,12/31/2016,7,SUBAR,PENNSYLVANIA AVE (S/,BK,1201P,12,31
8072544159,HAW5591,12/31/2016,20,AUDI,W 64th St,NYC,1253P,12,31
5094898425,71035ME,12/31/2016,7,FRUEH,CROSSBAY BLVD (S/B),QN,0557P,12,31
7427483157,KDL8040,12/31/2016,37,HONDA,Kossuth Ave,BRONX,0106P,12,31
8218560531,T697255C,12/31/2016,37,ME/BE,97th St,QUEEN,0148P,12,31
8475663734,DUZ7460,12/31/2016,37,BMW,3rd Ave,NYC,0125P,12,31
8173047947,GXG5176,12/31/2016,46,TOYOT,Church Ave,KINGS,0203P,12,31
8491360839,CKX1630,12/31/2016,14,KIA,Dekalb Ave,KINGS,0854A,12,31
7395483364,FBY2280,12/31/2016,31,JEEP,Bridge St,NYC,1149A,12,31
8236554053,FRZ4649,12/31/2016,38,NISSA,64th Rd,QUEEN,0850A,12,31
5094899211,AJB2052,12/31/2016,7,HONDA,EB GRAND CENTRAL PKW,QN,0735P,12,31
8487511740,53197JR,12/31/2016,48,INTER,Center Blvd,QUEEN,0849A,12,31
8021246820,GFC6211,12/31/2016,38,ACURA,Myrtle Ave,KINGS,0832A,12,31
7628742350,4P28B,12/31/2016,38,TOYOT,35th Ave,QUEEN,1100A,12,31
8341071903,KCH5657,12/31/2016,21,HONDA,Willoughby St,KINGS,0141A,12,31
5094901291,T679774C,12/31/2016,7,TOYOT,ALLERTON AVE (W/B) @,BRONX,1131P,12,31
8465018911,824QLT,12/31/2016,21,NS/OT,Fresh Pond Rd,QUEEN,0808A,12,31
8308094314,T705596C,12/31/2016,20,CHEVR,Father Zeiser Pl,BRONX,0514A,12,31
8486662138,HHA6775,12/31/2016,91,VOLKS,84th St,QUEEN,1108A,12,31
8361534672,HKM2764,12/31/2016,20,TOYOT,10th St,QUEEN,0710A,12,31
8156047291,HBR8108,12/31/2016,21,HONDA,Atlantic Ave,KINGS,0019A,12,31
8487907726,GTS6688,12/31/2016,60,HONDA,41st Ave,QUEEN,1037A,12,31
8494406036,GPX6865,12/31/2016,38,ME/BE,Cambreleng Ave,BRONX,0340P,12,31
1413690580,FZH9040,12/31/2016,98,TOYOT,41 ST,QUEEN,1046A,12,31
1417414728,GEL4710,12/31/2016,21,VOLKS,EAST TREMONT AVE,BRONX,0751A,12,31
7619876674,GRZ9826,12/31/2016,38,BMW,E 167th St,BRONX,0824A,12,31
8081070552,HDV2291,12/31/2016,21,HYUND,Essex St,NYC,0109A,12,31
8133549668,GRW2604,12/31/2016,74,BMW,E 188th St,BRONX,0144P,12,31
8021246868,BPB8734,12/31/2016,38,TOYOT,Willoughby St,KINGS,0900A,12,31
1412481454,BAL4837,12/31/2016,41,TOYOT,BAINBRIDGE,KINGS,1110P,12,31
7494749834,DYL4801,12/31/2016,38,NISSA,Ralph Ave,KINGS,1050A,12,31
8376526893,HCX1854,12/31/2016,70,NISSA,Lorillard Pl,BRONX,0122P,12,31
1411869072,HLB3094,12/31/2016,50,DODGE,LINDEN BLVD,KINGS,0111P,12,31
8487212610,HBX2541,12/31/2016,74,LEXUS,Jordan St,QUEEN,0937A,12,31
7160238527,EKP8830,12/31/2016,71,FORD,Montreal Ave,RICH,0144P,12,31
1411009101,DE1857,12/31/2016,46,TOYOT,BRYANT AVE,BRONX,0912P,12,31
5094894500,FGZ9372,12/31/2016,7,ME/BE,LINDEN BLVD (E/B) @,BK,1131A,12,31
8040599003,HJV5425,12/31/2016,38,ACURA,Columbus Ave,NYC,0400P,12,31
8422544830,HEB4517,12/31/2016,21,CHEVR,Adam C Powell Blvd,NYC,0813A,12,31
8051587170,GRG6784,12/31/2016,40,NISSA,E 77th St,NYC,0132P,12,31
8489758074,DPF2966,12/31/2016,37,CADIL,Other-See Comments,KINGS,0602A,12,31
1417684495,87356MH,12/31/2016,78,INTER,132 AVE,QUEEN,0250A,12,31
1415002526,5BW1513,12/31/2016,19,NISSA,108TH STREET,QUEEN,0401P,12,31
8487410698,AS369R,12/31/2016,19,FRUEH,47th Ave,QUEEN,0921A,12,31
7690781706,13RY34,12/31/2016,71,KAWAS,Dorchester Rd,KINGS,1112A,12,31
8249064458,29849MJ,12/31/2016,38,JEEP,Broadway,NYC,0605P,12,31
7164307416,DFF3422,12/31/2016,71,NISSA,Richmond Ave,RICH,0311P,12,31
8475467027,15663MH,12/31/2016,40,FORD,97th St,QUEEN,0220P,12,31
8192032103,EHY9450,12/31/2016,37,GMC,Ditmars Blvd,QUEEN,1236P,12,31
1414000030,U686196,12/31/2016,84,,C/O EDSON,BRONX,0323A,12,31
1416584602,GDU5078,12/31/2016,14,NISSA,E 201 ST,BRONX,0944A,12,31
1416907968,FLB4855,12/31/2016,19,MITSU,W 18TH ST,NYC,0345A,12,31
5094894572,CBJ2247,12/31/2016,7,DODGE,WOODHAVEN BLVD (N/B),QN,1136A,12,31
7067919630,DFF1669,12/31/2016,19,JEEP,University Ave,BRONX,1030A,12,31
8494703330,GXA8931,12/31/2016,14,HONDA,Cruger Ave,BRONX,0145A,12,31
7166295521,EGX2238,12/31/2016,38,NISSA,New Dorp Ln,RICH,0114P,12,31
8219036229,GNN7958,12/31/2016,38,TOYOT,34th St,QUEEN,1109A,12,31
8493605724,2ZRM40,12/31/2016,14,HONDA,Essex St,NYC,0112A,12,31
1416814085,HFE4670,12/31/2016,21,KIA,BROADWAY,QUEEN,0758A,12,31
8398022978,EAW6195,12/31/2016,71,DODGE,20th Ave,KINGS,1155A,12,31
8487212396,HJR4662,12/31/2016,71,NISSA,223rd St,QUEEN,0725A,12,31
1416428112,86796SN,12/31/2016,98,HONDA,VANNEST AVE,BRONX,1144A,12,31
8487162710,GVH8735,12/31/2016,37,HYUND,Steinway Lot #2,QUEEN,0105P,12,31
8492904460,HHL5536,12/31/2016,21,CHEVR,Columbus Ave,NYC,0707A,12,31
8475663783,S14GGS,12/31/2016,38,HONDA,1st Ave,NYC,0226P,12,31